Area,Perimeter,Major_Axis_Length,Minor_Axis_Length,Eccentricity,Convex_Area,Extent,Class
12137.31454236473,359.52363519030064,140.48971863461745,90.91344395761254,0.7903273622238914,9378.886601863063,0.6520459768753822,Osmancik
11475.430682526623,372.6262767109276,139.04626896844184,80.90589153646157,0.7039557506562613,8110.53473214467,0.6522284183761256,Osmancik
12279.518669760158,374.4692228139236,154.18010087095354,86.2425999935952,0.7698070546403402,11856.30897572008,0.7173685120895377,Osmancik
9711.692382536463,379.51682018349135,145.91281551708167,92.86146514215953,0.7599011044213567,11039.906279590554,0.7688284907412868,Osmancik
12650.429489794557,468.7660131065575,198.3434501410099,122.31300146192632,0.8807070903866703,13194.729024105387,0.7270330836643429,Cammeo
12088.769654216672,387.2116738015923,136.11460057544076,83.4344117508248,0.7392839076481402,10286.403874228186,0.763480787524296,Osmancik
11435.975389500047,438.44336372129555,148.49790685940204,90.15614793316233,0.7477146375989049,14708.129377478383,0.7840661281642918,Osmancik
8512.191343464921,377.6275854535056,144.83628816054429,81.80097409065303,0.774539773914154,11352.60785176315,0.7159261670671327,Osmancik
11370.061115268956,400.13872584696355,135.3561517206723,90.8315295565636,0.7020341081882178,10654.173202317837,0.7904188357310202,Osmancik
13060.096049196516,492.92682335847655,207.8420573338696,90.44877420650647,0.8337345546769093,17173.506634278405,0.604866516907078,Cammeo
10603.77032189824,378.37914106341566,137.04189062662215,79.29132264074259,0.7621507311138084,13085.58235958086,0.6931819255002267,Osmancik
14104.456481885805,469.4245823243426,166.65127152010373,83.8486818409449,0.8377318053963193,15388.32769065439,0.6369987923708109,Cammeo
10449.884717063462,345.02952118624796,152.40551557696475,74.82464799109822,0.7215269045785834,8765.366870461636,0.7397459113544028,Osmancik
11329.10677871013,396.3200539560933,146.92463010898112,80.691410613627,0.7410932904962758,12051.656962667701,0.6888552716155021,Osmancik
14243.092969594732,445.69942309685865,178.66046391444527,87.32771784109954,0.7070460677666958,11887.628648612143,0.748567825859191,Osmancik
10849.75701120174,399.20943218058716,163.26999679553654,70.17585213681946,0.7618585149072116,10752.910191444498,0.6688703504519077,Osmancik
14136.220814301498,467.10804003733017,192.00311357173422,85.93682536328166,0.8428702020986434,14838.574942333622,0.6256404603631273,Cammeo
10271.922902144679,404.394811061005,146.60138353265722,68.40287969962905,0.7432437166716503,12239.842201232792,0.7641138962580426,Osmancik
10839.63991895517,369.3334337227378,159.19491570048612,88.0653455180712,0.7020121721853073,10424.329448507302,0.7826367760893431,Osmancik
13843.828334758779,502.61921500261406,187.19543045521831,90.12820472848816,0.8758776253757325,16492.07804208155,0.6824802844164308,Cammeo
10410.728348210694,404.6268089126016,160.8063969279791,91.38395639689789,0.7003830290500322,9204.561100588297,0.7080575017902331,Osmancik
14332.028959196023,403.69953221128713,178.69053116699985,116.15375689469442,0.8780376123570981,13205.439986772702,0.723543541612346,Cammeo
14597.597949494539,428.06811021846187,215.67562720213516,97.85078969711265,0.830293090564043,13678.94895208507,0.6540711757712331,Cammeo
12061.370964873133,405.4084339269329,130.82553438606195,72.23284825140709,0.7415107176854933,10480.315452650915,0.7131678356651123,Osmancik
14685.068612831801,468.44069868810476,171.34205146913072,111.07080669286972,0.8707721350267528,13674.028894526682,0.698723973644636,Cammeo
14760.702826781613,478.90389929652173,214.58675208166102,83.83689391563412,0.879314287399674,15407.274254300735,0.6642686855773193,Cammeo
13495.22561268157,423.113387032895,146.55616932709466,113.74876419148185,0.8457699605159295,16376.72160450946,0.7246423756582603,Cammeo
11225.761523111754,388.2052156941029,138.0668577384025,94.52868683818781,0.7096818730987218,11125.608538341898,0.7093617244771032,Osmancik
9880.453871616832,398.3504590393401,147.2243886848436,86.74927445405838,0.7090935449913041,11503.467632580472,0.6804490338786796,Osmancik
11582.737583173865,405.59706418586256,111.95489116946334,76.41337574221683,0.7738539039475908,10379.321610116454,0.76133015136817,Osmancik
12262.298790203211,471.56674575631274,151.69118297647069,112.65707840864701,0.81515950748001,16520.408546929208,0.6223874204612211,Cammeo
12522.962820279254,408.1968491174554,200.51759113466346,89.32467085745728,0.8413642674918635,13295.704531024,0.6154897513312573,Cammeo
10595.602576816038,401.38918945157894,161.31346216968092,89.83032416222315,0.7316468784061498,8542.77127240961,0.6918307889391447,Osmancik
12340.640322842797,482.9033112542463,198.88790423801774,92.55097355193551,0.8346524167952719,11730.26357625064,0.7276726103138973,Cammeo
14029.412209110731,452.922110900238,187.40580910114866,88.94295331514064,0.8422629197013609,15663.96205999138,0.7106926421096388,Cammeo
14069.8504621352,496.961080768276,193.35871201096992,105.13907849658915,0.8578298399420361,16108.669575089381,0.6531999307477624,Cammeo
9663.27456112407,400.8934688323357,136.12301019907372,83.11431004114665,0.743467814831647,10730.124078577437,0.7658360413839915,Osmancik
9206.10750213211,389.78865043558335,153.31920918613417,79.50388720240402,0.7636105634643618,11084.63620193456,0.7306240630509853,Osmancik
10916.282040150789,379.71363415327306,153.01579977885723,85.12558236766206,0.7085794284899489,9640.588434965857,0.7287711277654445,Osmancik
15170.654152546831,443.16062076718947,184.44078501870843,97.2887639895743,0.8276169557820899,13418.631129300422,0.6118409104419833,Cammeo
14748.943780462587,443.1925273161657,171.8545788573834,99.01411867715738,0.8497539852146102,17040.40466387537,0.6143041381909505,Cammeo
14355.34433247749,449.20500258826513,191.17952785474137,106.19154261005198,0.8048186012393297,14533.004946705134,0.6407449771911554,Cammeo
14990.499618785636,517.8791153741494,210.8531132352597,116.12220628255425,0.8866770354506001,14824.101174334248,0.7460700620035724,Cammeo
12252.842634427483,396.2860269078838,147.16900164825452,81.26592950438848,0.7629219193008292,11949.818769061358,0.7563015079948261,Osmancik
14755.554610308334,461.1902455798297,194.82546709294022,100.21311648671943,0.8251001383262301,14182.695384223538,0.6629441074210215,Cammeo
13279.739747409447,450.0992545779398,195.8997675909156,99.62963202951588,0.8848042089601484,15313.320213739802,0.6819687812592187,Cammeo
10083.67908092658,360.4338119783721,157.9952360645223,86.19564871730648,0.7408040461602816,11379.368560503937,0.6516005190509244,Osmancik
10271.727797593387,384.1115804583619,140.682010314084,92.74260819220163,0.7550545300619995,11119.333816464765,0.6753250409978855,Osmancik
13933.342761324058,437.4368547705309,201.02316679074727,100.97983153470895,0.8504795598304529,13298.194215431578,0.6122398080007257,Cammeo
11734.63754545933,378.8197324814408,146.28420343214327,89.1548699651031,0.749334158805238,9555.811722553448,0.7044783685574337,Osmancik
11678.931290059278,385.50177842762673,138.71521300218777,80.50526320518641,0.7999207298943442,11672.193186129556,0.6886543472283769,Osmancik
8913.522341628915,375.677678814216,138.70772759200347,108.34538844048075,0.7497566083388726,10352.845360617866,0.6587804900120076,Osmancik
13928.56957272584,464.88039258581443,191.14008087118617,107.42127491071892,0.8718331175372004,15839.754761311275,0.7208145064568968,Cammeo
11078.57702971915,348.12632393422547,152.72441374637867,91.96597315670722,0.7975087169707682,11280.315525290815,0.6695527519572188,Osmancik
12290.302176543852,482.82394674372637,222.13405537917797,90.40560763276521,0.8906111002132497,14852.943904073343,0.6188229445198726,Cammeo
13277.952065324724,485.543698351095,186.1393519386498,101.40886246911204,0.835781408411355,14201.792032711564,0.609924778325166,Cammeo
9614.012057601001,420.0489547562568,133.70978952189677,84.92124153079693,0.7799691862002791,13436.470154231929,0.6711302905926292,Osmancik
13443.898768625046,470.81827303119354,209.76091098451488,88.58310885866494,0.8076862075276164,13789.315890036554,0.6037457493175574,Cammeo
11759.281768889901,391.593264293735,194.6473106534054,97.40453322416083,0.8679620332735108,14491.522290201705,0.6347070954565271,Cammeo
11336.144963026229,386.03491933066886,155.06136089101045,78.86508769596358,0.7241244336038027,11891.545009405332,0.6981403157479161,Osmancik
